Time,BM7,BM8,BM9,BM10
2692.9207,5,2,10,4
2692.9453,5,3,5,8
2692.974,4,4,2,3
2693.0024,3,2,2,5
2693.0273,5,5,4,7
2693.0559,8,3,2,2
2693.0846,6,5,3,6
2693.1132,3,1,8,6
2693.1418,5,4,6,2
2693.1665,7,4,4,6
2693.1953,10,2,5,6
2693.2238,4,3,4,2
2693.2525,5,0,6,3
2693.2811,5,3,3,6
2693.3058,5,5,3,2
2693.3344,6,2,9,5
2693.3631,4,6,1,7
2693.3917,4,3,2,5
2693.4164,6,3,4,5
2693.445,2,3,7,4
2693.4737,7,4,2,5
2693.5023,8,2,2,4
2693.5309,1,5,7,5
2693.5556,5,1,6,6
2693.5843,3,1,5,7
2693.6129,6,2,3,7
2693.6416,4,4,3,7
2693.6702,3,3,3,6
2693.6949,6,4,5,5
2693.7236,7,8,5,6
2693.7522,6,4,3,5
2693.7808,10,2,4,7
2693.8094,4,3,5,3
2693.8342,6,3,2,3
2693.8628,7,4,5,4
2693.8914,8,1,2,4
2693.92,4,3,0,9
2693.9448,4,0,4,3
2693.9735,7,4,2,2
2694.0021,3,2,5,9
2694.0307,5,4,6,1
2694.0592,2,5,0,5
2694.0841,7,3,2,4
2694.1127,7,2,5,6
2694.1413,8,8,5,4
2694.17,7,0,8,5
2694.1986,4,4,4,9
2694.2233,5,2,5,7
2694.2519,5,0,5,6
2694.2805,7,5,4,6
2694.3092,7,1,6,4
2694.3378,6,2,6,3
2694.3625,6,7,4,0
2694.3912,7,1,10,5
2694.4198,7,4,5,8
2694.4486,6,0,6,2
2694.4732,3,0,3,9
2694.5019,7,1,4,4
2694.5304,9,1,6,5
2694.5591,7,4,5,4
2694.5876,6,3,7,4
2694.6123,3,4,6,8
2694.6411,4,3,4,8
2694.6696,4,3,0,5
2694.6982,5,1,2,6
2694.7271,8,2,4,6
2694.7516,6,4,3,7
2694.7803,8,2,4,6
2694.8089,7,1,7,6
2694.8375,5,3,2,6
2694.8622,4,0,5,5
2694.8909,3,5,3,7
2694.9195,8,2,2,5
2694.9482,9,3,9,4
2694.9768,8,4,2,8
2695.0015,4,3,8,5
2695.0304,2,1,8,6
2695.0589,7,5,4,8
2695.0874,6,1,3,2
2695.116,7,5,3,7
2695.1408,6,3,2,3
2695.1694,8,0,2,6
2695.198,6,4,4,4
2695.2266,5,4,6,5
2695.2554,5,4,7,0
2695.2802,7,2,1,7
2695.3086,6,5,2,4
2695.3373,4,6,7,4
2695.3659,9,7,4,4
2695.3945,11,6,6,4
2695.4193,5,5,5,2
2695.4479,6,4,7,4
2695.4765,4,6,6,9
2695.5052,5,7,0,5
2695.5299,3,3,3,7
2695.559,2,5,8,4
2695.5871,8,2,1,4
2695.6157,8,10,2,6
2695.6444,4,6,7,5
2695.6692,5,0,4,9
2695.6977,7,4,2,8
2695.7264,5,4,6,0
2695.755,7,6,3,2
2695.7836,10,3,5,9
2695.8086,8,8,4,6
2695.837,4,4,3,4
2695.8656,4,5,6,6
2695.8942,5,6,6,8
2695.919,6,6,2,8
2695.9476,6,7,5,5
2695.9764,7,2,6,5
2696.0049,11,5,1,4
2696.0336,6,7,7,7
2696.0622,8,7,10,6
2696.0869,7,5,1,7
2696.1154,8,4,4,6
2696.1441,4,4,3,3
2696.1727,6,2,3,3
2696.1975,7,4,5,5
2696.226,3,9,4,5
2696.2547,6,7,6,4
2696.2833,6,2,6,8
2696.312,5,4,5,6
2696.3368,8,2,2,5
2696.3654,7,4,4,7
2696.394,10,6,5,5
2696.4226,6,8,1,5
2696.4473,4,5,6,2
2696.4759,2,4,9,5
2696.5046,5,6,1,6
2696.5332,7,5,1,5
2696.562,3,6,3,4
2696.5867,7,1,4,2
2696.6152,11,4,5,3
2696.6438,8,8,7,3
2696.6726,9,2,6,5
2696.7011,1,7,1,8
2696.7258,6,6,4,5
2696.7544,4,4,3,4
2696.783,3,2,4,4
2696.8117,9,1,6,6
2696.8365,9,6,5,3
2696.8653,5,5,3,3
2696.8937,7,4,3,4
2696.9222,6,6,4,9
2696.9509,4,5,5,4
2696.9757,2,8,1,7
2697.0043,7,3,3,3
2697.033,14,4,1,3
2697.0616,4,8,6,5
2697.0903,9,4,3,6
2697.1151,3,0,5,7
2697.1435,8,3,3,7
2697.1722,6,5,0,4
2697.2008,2,4,4,5
2697.2295,10,4,9,3
2697.2541,1,7,1,4
2697.2828,4,7,8,2
2697.3115,4,5,9,4
2697.3401,6,5,3,7
2697.3648,7,4,6,5
2697.3934,3,6,2,7
2697.4221,10,6,4,6
2697.4507,11,5,2,6
2697.4794,3,4,11,0
2697.5041,3,6,3,7
2697.5326,7,6,3,8
2697.5613,4,6,6,7
2697.59,4,6,4,3
2697.6191,10,2,1,6
2697.6435,6,8,4,5
2697.6719,8,6,5,5
2697.7005,6,5,9,2
2697.7291,4,2,3,6
2697.7578,4,3,3,1
2697.7825,5,5,4,6
2697.8112,5,6,6,1
2697.8398,9,6,3,5
2697.8686,6,7,4,4
2697.8933,3,2,8,4
2697.9218,3,4,7,4
2697.9504,4,6,3,9
2697.979,8,5,3,3
2698.0076,3,5,4,3
2698.0324,7,5,4,3
2698.061,9,5,3,5
2698.0896,6,5,5,4
2698.1183,4,3,9,4
2698.1469,5,12,3,5
2698.1718,7,2,6,5
2698.2002,6,9,3,5
2698.2287,3,5,4,3
2698.2575,9,2,5,3
2698.2861,8,7,5,3
2698.3148,2,3,10,7
2698.3395,7,5,4,6
2698.3682,5,5,4,7
2698.3969,7,2,6,4
2698.4216,4,5,0,5
2698.4541,10,5,1,4
2698.4788,5,4,6,5
2698.5074,3,5,7,3
2698.536,4,5,7,1
2698.5607,6,2,7,5
2698.5893,5,6,5,4
2698.618,5,3,1,5
2698.6466,7,5,0,4
2698.6753,10,7,3,6
2698.7,5,9,3,4
2698.7287,7,4,5,3
2698.7573,4,5,4,6
2698.7858,4,7,3,6
2698.8145,7,5,5,3
2698.8392,5,4,5,4
2698.8679,10,6,3,7
2698.8965,5,8,1,2
2698.9252,8,6,7,4
2698.95,5,5,7,6
2698.9785,7,6,5,8
2699.0072,5,5,2,3
2699.0357,4,6,2,5
2699.0645,10,3,3,5
2699.0891,7,1,2,4
2699.1177,6,8,4,6
2699.1463,4,2,9,0
2699.1751,4,3,5,8
2699.2037,5,4,3,6
2699.2284,4,6,7,5
2699.2569,5,5,3,0
2699.2856,9,5,4,1
2699.3142,6,3,4,6
2699.339,6,9,3,1
2699.3677,6,5,5,5
2699.3962,8,6,1,6
2699.4249,5,2,2,6
2699.4535,6,5,3,2
2699.4821,5,3,11,1
2699.5068,9,6,6,6
2699.5355,2,9,3,3
2699.5641,9,4,9,0
2699.5927,7,3,2,6
2699.6175,6,2,5,3
2699.6461,7,4,7,3
2699.6747,6,6,6,1
2699.7036,11,4,1,4
2699.732,8,6,7,1
2699.7567,8,3,8,3
2699.7854,7,6,6,7
2699.814,6,4,6,7
2699.8426,4,4,6,4
2699.8673,4,6,5,1
2699.8959,7,5,5,3
2699.9246,9,6,4,6
2699.9531,4,11,5,2
2699.9818,7,8,8,5
2700.0066,5,6,6,6
2700.0352,6,5,3,3
2700.0639,4,6,3,3
2700.0925,8,5,4,2
2700.1212,12,5,4,1
2700.1458,5,8,2,4
2700.1744,5,3,6,4
2700.2031,8,3,3,8
2700.2319,5,5,5,7
2700.2604,6,5,0,5
2700.2851,4,3,5,4
2700.3137,8,6,4,6
2700.3424,11,3,6,6
2700.3709,4,5,7,6
2700.3957,6,4,7,3
2700.4243,2,5,6,8
2700.453,4,5,3,6
2700.4817,5,5,6,4
2700.5102,8,4,5,3
2700.5349,8,4,4,6
2700.5636,7,9,6,4
2700.5922,6,5,5,7
2700.6208,6,1,2,7
2700.6495,6,2,4,10
2700.6741,2,5,4,3
2700.7028,3,4,3,4
2700.7315,10,5,8,4
2700.7601,9,14,7,6
2700.7889,10,3,3,5
2700.8134,7,5,4,8
2700.8421,7,3,9,6
2700.8707,8,7,4,5
2700.8994,11,4,0,6
2700.928,6,9,8,3
2700.9527,3,5,7,8
2700.9813,6,3,8,4
2701.0101,6,6,7,9
2701.0385,3,6,6,6
2701.0632,3,4,3,7
2701.0919,8,1,8,4
2701.1206,4,3,5,8
2701.1492,6,11,6,5
2701.1778,2,3,9,2
2701.2025,7,3,5,6
2701.2312,7,1,4,5
2701.2598,1,3,2,2
2701.2891,2,6,6,6
2701.3172,10,6,7,5
2701.3418,5,7,7,0
2701.3704,7,2,6,4
2701.3991,0,3,7,7
2701.4277,5,2,10,6
2701.4524,3,6,4,7
2701.4811,4,7,3,6
2701.5098,10,6,6,6
2701.5385,8,6,1,6
2701.5669,7,7,5,6
2701.5917,7,6,7,6
2701.6203,4,7,8,10
2701.6491,3,6,5,5
2701.6775,6,4,4,7
2701.7062,7,2,5,9
2701.7309,7,7,7,6
2701.7596,5,10,5,7
2701.7882,4,4,6,8
2701.8169,4,6,5,11
2701.8454,5,2,7,7
2701.8702,3,2,7,6
2701.8989,6,7,0,6
2701.9274,7,8,5,7
2701.956,5,7,7,5
2701.9847,4,4,6,5
2702.0094,8,4,8,7
2702.0385,5,5,4,8
2702.0668,5,4,3,5
2702.0952,2,3,7,7
2702.124,11,2,3,10
2702.1486,7,6,6,6
2702.1813,12,6,11,7
2702.206,4,6,8,10
2702.2345,9,5,6,8
2702.2593,3,5,8,6
2702.2879,9,7,3,8
2702.3167,3,6,6,3
2702.3453,7,7,10,5
2702.3738,6,5,8,8
2702.3989,8,4,3,9
2702.4272,4,2,8,5
2702.4558,6,2,7,6
2702.4844,8,5,3,7
2702.5131,5,7,7,6
2702.5377,8,2,4,7
2702.5664,3,6,10,5
2702.595,6,3,5,9
2702.6236,5,0,5,7
2702.6523,9,6,4,10
2702.677,6,5,2,2
2702.7057,5,4,5,6
2702.7343,4,6,1,6
2702.763,1,2,10,6
2702.7876,6,7,5,8
2702.8162,4,7,6,8
2702.8452,7,5,7,6
2702.8735,8,7,6,3
2702.9022,5,4,3,7
2702.9269,8,5,7,4
2702.9555,6,5,7,5
2702.9841,5,3,6,9
2703.0128,10,4,8,7
2703.0414,8,6,7,3
2703.0661,6,4,6,8
2703.0948,8,10,6,4
2703.1234,10,5,3,7
2703.152,6,6,5,7
2703.1806,8,3,8,6
2703.2054,3,5,3,6
2703.234,5,7,4,6
2703.2626,6,7,7,6
2703.2913,9,6,6,5
2703.316,4,7,5,4
2703.3446,6,7,7,3
2703.3734,4,7,6,6
2703.4018,6,5,5,6
2703.4305,2,5,5,8
2703.4552,8,8,5,7
2703.4838,4,6,2,6
2703.5125,3,6,7,5
2703.5411,9,7,5,6
2703.5697,7,6,3,6
2703.5945,3,2,9,7
2703.6232,4,5,7,6
2703.6518,3,7,6,10
2703.6803,4,5,6,5
2703.7051,6,4,8,6
2703.7337,5,8,6,9
2703.7624,7,5,2,6
2703.791,7,6,3,6
2703.8196,6,7,8,5
2703.8442,9,8,6,8
2703.873,2,6,6,6
2703.9016,6,8,4,8
2703.9302,5,6,4,6
2703.9588,7,5,8,6
2703.9836,9,9,5,4
2704.0123,6,1,11,4
2704.0408,6,4,5,9
2704.0694,1,5,4,5
2704.0942,4,4,6,5
2704.1228,5,8,4,4
2704.1517,9,4,4,8
2704.1801,5,3,3,8
2704.2086,9,8,8,6
2704.2334,6,7,9,7
2704.262,6,7,6,7
2704.2907,5,5,7,3
2704.3194,6,3,4,6
2704.3479,6,7,4,7
2704.3727,8,5,5,6
2704.4013,9,3,2,6
2704.4299,6,7,5,8
2704.4587,7,7,8,9
2704.4873,4,8,8,10
2704.512,5,9,1,6
2704.5406,8,5,8,4
2704.5692,7,6,6,7
2704.5977,8,7,6,4
2704.6225,6,8,6,5
2704.6512,6,3,6,5
2704.68,6,6,5,9
2704.7085,6,3,10,10
2704.737,3,4,3,7
2704.7618,6,7,3,7
2704.7904,5,6,6,5
2704.8191,9,11,3,5
2704.8477,8,7,8,7
2704.8764,6,6,9,10
2704.901,4,8,2,6
2704.9297,7,3,5,8
2704.9584,11,5,5,6
2704.987,7,10,3,8
2705.0156,9,9,5,10
2705.0403,2,4,4,8
2705.0689,0,7,7,6
2705.0976,6,7,6,7
2705.126,4,7,4,5
2705.1548,8,7,5,5
2705.1796,7,8,5,9
2705.2083,5,6,8,6
2705.2368,5,6,7,7
2705.2654,8,8,3,8
2705.2901,7,6,5,7
2705.3188,2,2,6,5
2705.3475,8,7,4,6
2705.3761,9,6,4,10
2705.4047,4,8,7,6
2705.4294,7,5,5,7
2705.4582,7,6,9,9
2705.4866,6,4,7,7
2705.5153,5,8,3,5
2705.5439,4,7,4,5
2705.5687,8,6,6,7
2705.5973,3,9,7,9
2705.6259,4,6,9,7
2705.6545,3,8,9,8
2705.6832,4,6,5,6
2705.7079,7,3,6,5
2705.7365,3,8,4,7
2705.7652,8,7,7,4
2705.7938,9,5,5,7
2705.8188,3,8,7,1
2705.8472,7,6,12,8
2705.8759,7,7,3,10
2705.9044,7,6,8,4
2705.9331,6,6,4,8
2705.9578,8,8,6,6
2705.9867,10,8,3,5
2706.015,6,7,6,6
2706.0437,4,3,11,5
2706.0723,2,7,4,9
2706.0971,3,8,6,6
2706.1256,6,5,5,3
2706.1543,9,7,5,4
2706.1829,10,4,3,9
2706.2116,5,8,5,6
2706.2363,3,2,9,8
2706.2649,5,4,5,9
2706.2935,6,7,2,7
2706.3221,5,6,6,6
2706.3469,3,8,3,9
2706.3755,8,3,4,3
2706.4042,7,6,4,9
2706.4327,6,10,2,6
2706.4614,6,7,8,8
2706.4901,3,4,6,10
2706.5149,5,7,5,7
2706.5434,6,7,8,5
2706.5721,8,6,5,8
2706.6006,6,5,4,9
2706.6293,3,10,8,6
2706.6541,5,6,8,12
2706.6827,3,3,3,10
2706.7113,5,7,6,7
2706.7401,3,6,6,4
2706.7687,11,6,5,5
2706.7934,8,10,5,4
2706.822,3,5,10,6
2706.8505,4,5,5,9
2706.8791,7,4,9,5
2706.904,7,5,7,6
2706.9325,9,4,5,2
2706.9612,5,4,5,10
2706.9899,8,10,4,9
2707.0145,6,6,6,6
2707.0433,4,6,8,7
2707.0718,5,8,6,6
2707.1004,5,1,3,7
2707.129,3,6,7,5
2707.1537,7,5,5,6
2707.1825,5,10,6,4
2707.2111,4,6,10,8
2707.2397,4,7,3,7
2707.2684,7,5,6,4
2707.2932,2,6,7,9
2707.3216,7,3,2,6
2707.3502,6,6,4,5
2707.3788,3,7,5,8
2707.4076,5,6,10,7
2707.4323,3,6,4,6
2707.4609,6,4,6,7
2707.4895,4,6,4,7
2707.5182,4,3,2,6
2707.5428,6,6,6,4
2707.5715,6,6,6,8
2707.6002,7,10,6,8
2707.6288,5,4,7,8
2707.6573,6,3,7,6
2707.6821,3,6,4,8
2707.7107,5,8,3,6
2707.7393,2,5,6,5
2707.7681,11,6,6,6
2707.7966,6,8,6,8
2707.8215,4,3,8,6
2707.8501,2,6,3,8
2707.8786,6,7,7,8
2707.9072,3,5,6,6
2707.936,2,5,5,5
2707.9645,10,6,7,4
2707.9893,5,8,5,5
2708.0179,0,6,7,7
2708.0467,5,10,7,10
2708.0751,8,5,9,10
2708.0999,6,6,6,6
2708.1286,10,4,3,4
2708.1572,10,6,7,7
2708.1856,1,8,8,3
2708.2144,4,9,10,6
2708.2391,8,5,6,6
2708.2677,3,5,4,6
2708.2964,4,5,7,7
2708.325,9,4,5,3
2708.3497,8,6,2,7
2708.3784,8,9,4,6
2708.407,6,5,9,6
2708.4356,0,7,6,9
2708.4644,10,11,6,10
2708.489,6,2,8,7
2708.5176,12,3,6,7
2708.5463,9,10,5,8
2708.575,6,1,8,4
2708.6035,6,9,3,10
2708.6282,6,5,5,7
2708.6569,9,11,7,7
2708.6855,8,3,5,4
2708.7141,8,4,6,7
2708.7388,8,8,6,9
2708.7714,10,6,7,6
2708.7962,8,5,6,8
2708.8247,7,3,8,7
2708.8534,6,4,5,6
2708.8782,6,6,7,4
2708.9107,12,7,4,5
2708.9354,5,8,3,7
2708.964,5,4,7,6
2708.9926,5,7,8,10
2709.0173,4,5,9,9
2709.046,5,7,4,9
2709.0746,8,3,1,7
2709.1033,7,4,6,6
2709.1319,8,5,5,6
2709.1566,8,8,8,4
2709.1852,4,7,9,7
2709.2139,8,7,5,9
2709.2425,10,5,3,6
2709.2711,6,6,7,6
2709.2959,8,7,5,8
2709.3245,6,4,4,9
2709.3532,7,8,0,8
2709.3818,6,6,11,9
2709.4065,5,6,5,8
2709.4351,6,5,5,6
2709.4638,8,5,3,8
2709.4923,7,7,10,5
2709.521,8,5,2,8
2709.5457,5,5,6,7
2709.5743,7,3,7,9
2709.6029,5,5,5,8
2709.6317,1,7,6,10
2709.6602,4,6,8,7
2709.685,6,5,5,3
2709.7136,7,7,5,6
2709.7424,6,10,10,4
2709.7708,5,9,8,6
2709.7995,7,7,5,12
2709.8281,6,2,4,10
2709.8528,8,4,3,7
2709.8817,7,6,5,2
2709.9101,6,4,9,7
2709.9387,6,10,3,7
2709.9635,4,6,6,8
2709.9921,8,7,5,8
2710.0207,10,5,7,3
2710.0493,7,6,5,6
2710.078,10,5,6,6
2710.1067,4,9,11,6
2710.1314,4,3,8,10
2710.16,8,5,8,10
2710.1888,6,7,7,6
2710.2133,3,7,2,7
2710.2419,8,6,7,6
2710.2706,6,5,5,6
2710.2992,5,7,7,7
2710.3279,7,5,11,6
2710.3526,7,5,6,8
2710.3812,6,6,7,8
2710.41,8,8,5,5
2710.4384,9,5,3,6
2710.4671,9,7,5,5
2710.4958,0,10,4,4
2710.5245,7,7,10,10
2710.5491,2,3,2,10
2710.5777,4,6,8,5
2710.6064,12,4,8,6
2710.6352,13,8,3,6
2710.6598,7,9,6,5
2710.6887,7,3,8,10
2710.717,6,4,3,9
2710.7416,6,5,2,7
2710.7703,9,6,3,4
2710.7989,7,5,6,2
2710.8276,9,6,5,3
2710.8562,7,9,6,8
2710.8809,7,3,9,6
2710.9096,4,7,5,8
2710.9382,3,3,4,7
2710.9668,3,7,5,6
2710.9954,3,6,0,5
2711.0241,7,5,11,3
2711.0489,6,8,4,10
2711.0775,3,10,6,6
2711.106,7,7,7,5
2711.1347,9,4,5,8
2711.1595,5,4,3,5
2711.1883,7,6,3,7
2711.2166,8,7,6,5
2711.2453,4,6,9,7
2711.27,7,8,7,6
2711.2988,7,8,6,7
2711.3313,9,10,7,10
2711.356,9,7,8,10
2711.3845,3,5,4,5
2711.4093,8,6,4,5
2711.4379,7,6,2,7
2711.4666,5,9,6,8
2711.4952,3,8,5,9
2711.5238,2,7,7,7
2711.5488,8,8,3,7
2711.5772,5,2,6,8
2711.6057,9,4,6,1
2711.6344,9,4,4,4
2711.6629,8,5,5,5
2711.6878,5,9,6,7
2711.7166,8,8,5,7
2711.7451,6,3,5,9
2711.7737,5,6,7,7
2711.7984,3,5,5,6
2711.827,6,7,6,5
2711.8557,10,5,6,9
2711.8844,8,11,6,9
2711.913,7,4,6,10
2711.9377,7,7,7,6
2711.9663,0,8,8,9
2711.9949,7,6,4,6
2712.0236,10,3,9,6
2712.0522,8,8,7,7
2712.0769,7,8,0,7
2712.1056,8,4,4,8
2712.1342,6,10,0,8
2712.1628,10,7,0,7
2712.1915,11,5,0,7
2712.2201,11,8,0,6
2712.2448,0,4,9,6
2712.2734,0,6,3,6
2712.3021,1,3,4,9
2712.3307,3,7,0,2
2712.3554,5,8,5,6
2712.3841,5,7,4,6
2712.4127,8,0,1,5
2712.4413,3,4,5,0
2712.466,2,4,7,2
2712.4948,3,0,4,6
2712.5233,5,2,6,2
2712.5518,4,4,1,0
2712.5805,3,2,4,4
2712.6053,5,0,5,1
2712.6338,2,6,4,6
2712.6625,4,3,5,2
2712.6912,3,4,5,7
2712.7197,5,4,2,8
2712.7445,1,0,4,2
2712.7733,1,2,4,2
2712.8018,7,3,4,5
2712.8304,7,3,3,4
2712.859,5,7,5,1
2712.8838,4,3,3,3
2712.9124,4,0,3,7
2712.941,1,1,1,4
2712.9696,8,0,2,3
2712.9944,6,0,5,6
2713.0232,6,0,0,0
2713.0517,5,1,5,2
2713.0803,6,4,8,2
2713.1089,1,4,10,5
2713.1337,4,0,7,7
2713.1622,3,5,2,0
2713.1908,2,3,8,3
2713.2195,4,4,9,4
2713.2486,9,3,8,5
2713.2729,2,9,5,3
2713.3015,2,3,9,3
2713.3301,1,5,2,6
2713.3587,2,5,7,5
2713.3874,1,2,4,8
2713.4122,1,6,3,4
2713.4408,4,5,4,5
2713.4693,5,7,7,4
2713.498,6,5,5,3
2713.5227,1,6,5,5
2713.5515,2,4,7,11
2713.58,3,6,3,5
2713.6086,2,6,6,3
2713.6372,4,2,8,6
2713.662,7,5,2,6
2713.6906,5,8,8,5
2713.7193,2,6,10,4
2713.7479,4,7,5,6
2713.7767,5,2,6,4
2713.8013,2,5,6,4
2713.8299,2,2,5,3
2713.8584,8,6,7,4
2713.8871,8,3,2,4
2713.9118,3,7,6,2
2713.9405,5,5,8,3
2713.9692,5,6,8,6
2713.9978,3,4,4,1
2714.0263,4,6,7,2
2714.0511,6,5,3,0
2714.0798,4,8,5,5
2714.1087,5,5,5,5
2714.1371,5,5,10,4
2714.1656,6,5,4,8
2714.1903,4,5,6,4
2714.219,2,5,4,5
2714.2476,4,5,6,5
2714.2761,8,4,7,4
2714.3051,6,3,4,4
2714.3298,1,7,7,5
2714.3582,0,3,9,4
2714.3868,4,6,9,6
2714.4155,0,10,4,5
2714.4402,2,5,7,4
2714.4689,6,7,3,5
2714.4975,6,7,6,7
2714.5261,7,9,9,5
2714.5547,1,5,5,6
2714.5794,6,4,3,3
2714.6081,3,3,3,7
2714.6367,2,5,8,2
2714.6654,2,6,6,2
2714.6939,7,7,5,3
2714.7186,7,3,3,3
2714.7473,2,5,4,3
2714.776,3,6,9,4
2714.8045,6,4,4,9
2714.8332,1,3,7,4
2714.8581,6,6,3,0
2714.8866,1,5,4,1
2714.9152,7,5,5,5
2714.9438,6,2,6,3
2714.9686,3,9,9,6
2714.9972,3,3,11,6
2715.0258,2,5,7,5
2715.0544,4,7,7,3
2715.0832,2,6,4,4
2715.1078,8,4,7,5
2715.1364,7,3,7,3
2715.165,4,7,3,2
2715.1937,1,4,8,3
2715.2223,2,5,6,9
2715.2471,3,4,5,6
2715.2757,5,3,6,6
2715.3043,0,3,4,7
2715.3329,6,3,6,8
2715.3576,6,5,5,5
2715.3864,4,8,9,5
2715.4149,7,4,7,5
2715.4436,4,7,7,5
2715.4721,4,5,6,5
2715.4969,0,3,6,6
2715.5255,4,5,4,6
2715.5541,5,2,7,4
2715.5829,6,7,6,5
2715.6115,6,7,5,4
2715.6363,3,1,9,7
2715.6648,1,8,2,5
2715.6934,5,4,8,4
2715.722,6,9,0,8
2715.7467,3,4,6,6
2715.7754,8,5,5,4
2715.804,4,8,7,9
2715.8327,6,5,10,4
2715.8613,6,7,6,6
2715.886,4,3,8,6
2715.9146,5,3,5,4
2715.9433,4,6,5,5
2715.972,8,4,4,4
2716.0005,4,4,4,7
2716.0253,4,8,8,5
2716.0538,4,4,10,7
2716.0825,6,5,8,7
2716.1112,3,3,5,8
2716.1397,5,3,9,6
2716.1647,8,5,4,5
2716.1932,5,5,3,6
2716.2218,7,7,4,5
2716.2504,4,4,9,4
2716.2751,3,5,4,8
2716.3038,4,5,8,7
2716.3324,4,5,5,3
2716.3611,6,6,6,6
2716.3898,11,9,4,5
2716.4144,2,9,7,6
2716.443,4,4,8,5
2716.4717,7,7,5,7
2716.5003,2,7,8,11
2716.5289,7,5,6,3
2716.5536,2,5,5,4
2716.5823,9,5,1,6
2716.6109,5,5,4,3
2716.6395,5,4,7,5
2716.6681,7,5,6,4
2716.6931,7,5,3,8
2716.7215,5,7,5,2
2716.7501,5,2,5,2
2716.7787,1,4,7,5
2716.8035,6,3,4,4
2716.8322,7,7,6,5
2716.8608,5,4,9,4
2716.8894,3,4,11,5
2716.9181,4,2,7,10
2716.9428,2,8,3,5
2716.9714,3,2,3,4
2717.0,2,4,6,5
2717.0287,9,3,7,6
2717.0573,3,3,9,8
2717.082,7,7,9,6
2717.1106,0,5,6,9
2717.1392,3,5,5,7
2717.1678,4,7,4,6
2717.1965,7,7,7,5
2717.2213,6,6,6,5
2717.2498,0,8,7,7
2717.2785,4,6,7,3
2717.3071,3,1,10,5
2717.3318,7,6,7,5
2717.3604,7,7,6,5
2717.3891,6,6,6,9
2717.4177,7,5,4,4
2717.4466,11,5,1,6
2717.475,7,4,10,6
2717.4997,4,5,5,8
2717.5288,5,4,7,5
2717.557,3,8,4,5
2717.5856,8,1,7,4
2717.6143,10,3,6,5
2717.639,4,9,8,6
2717.6676,6,6,4,4
2717.6963,7,6,7,7
2717.7249,4,7,6,7
2717.7496,8,5,2,2
2717.7783,3,3,6,8
2717.8067,5,3,5,3
2717.8354,6,6,5,5
2717.8602,6,9,5,4
2717.8927,5,4,13,2
2717.9175,1,6,8,7
2717.9461,5,7,3,4
2717.9747,8,7,7,6
2717.9996,4,2,5,5
2718.0281,8,4,6,7
2718.0567,5,7,10,3
2718.0854,6,5,8,6
2718.1139,3,4,7,8
2718.1386,6,5,4,6
2718.1673,6,8,4,5
2718.1959,7,5,5,6
2718.2246,7,1,6,6
2718.2532,6,4,3,6
2718.278,3,9,5,7
2718.3066,3,4,11,3
2718.3352,5,1,7,9
2718.3638,7,3,3,7
2718.3888,5,3,6,6
2718.4173,6,3,7,6
2718.4458,9,5,6,6
2718.4745,4,12,5,5
2718.503,7,5,9,5
2718.5279,5,2,2,9
2718.5564,8,6,7,6
2718.5851,2,6,5,4
2718.6137,7,2,6,6
2718.6423,8,6,6,3
2718.6669,5,7,3,7
2718.6957,6,7,6,3
2718.7244,4,5,10,9
2718.7531,8,6,6,9
2718.7816,4,7,6,7
2718.8102,4,5,10,0
2718.835,10,2,3,5
2718.8636,4,9,4,7
2718.8922,2,6,4,3
2718.9208,5,4,6,11
2718.9456,4,4,8,5
2718.9742,4,5,6,6
2719.0028,4,7,5,7
2719.0315,11,6,2,7
2719.0563,4,6,7,9
2719.0847,4,5,9,7
2719.1135,6,9,5,7
2719.1421,5,5,7,9
2719.1707,1,6,6,8
2719.1954,3,3,6,6
2719.2241,10,3,9,4
2719.2527,3,10,4,8
2719.2814,3,5,6,6
2719.3099,7,5,5,7
2719.3386,6,8,7,10
2719.3633,7,6,5,7
2719.3919,7,1,8,6
2719.4205,8,3,6,5
2719.4492,5,8,4,7
2719.4739,8,1,9,6
2719.5026,5,6,10,6
2719.5312,4,3,7,9
2719.5598,5,2,6,8
2719.5845,7,6,4,8
2719.6171,11,1,7,6
2719.6418,6,5,6,7
2719.6704,7,2,6,7
2719.699,5,6,6,9
2719.7238,4,8,4,9
2719.7524,5,6,5,5
2719.781,5,3,3,4
2719.8098,7,3,6,4
2719.8384,10,6,6,7
2719.863,5,4,6,8
2719.8917,3,1,10,5
2719.9203,4,8,5,8
2719.9489,6,5,3,6
2719.9775,4,2,4,7
2720.0023,7,5,8,5
2720.0309,9,2,5,8
2720.0598,4,10,5,7
2720.0885,8,6,9,10
2720.1168,7,0,5,10
2720.1416,6,6,7,6
2720.1702,4,2,8,7
2720.1988,10,6,8,8
2720.2275,7,10,5,4
2720.2561,3,5,10,8
2720.2847,6,7,7,12
2720.3094,6,5,7,4
2720.3387,0,6,8,4
2720.3666,9,6,4,4
2720.3914,7,5,8,6
2720.42,6,12,4,9
2720.4487,7,6,7,5
2720.4773,7,5,7,11
2720.506,4,5,7,11
2720.5307,5,5,2,4
2720.5592,5,8,6,4
2720.5881,8,7,4,2
2720.6166,5,10,4,6
2720.6452,4,6,7,6
2720.67,2,7,7,8
2720.6988,3,8,2,6
2720.7272,6,7,11,7
2720.7559,7,7,10,7
2720.7844,6,6,3,9
2720.8133,5,7,10,6
2720.8379,2,6,5,7
